"document","label","term_ back","term_ big","term_ government","term_ made","term_ make","term_ one","term_ part","term_ people","term_ reuters","term_ see","term_ source","term_ story","term_ team","term_ trump","term_ week","term_ year","term_ years","term_news","term_time"
967,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
968,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
969,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
970,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
971,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
972,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
973,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
974,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
975,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
976,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
977,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
978,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
979,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
980,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
981,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
982,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
983,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
984,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
985,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
986,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
987,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
988,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
989,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
990,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
991,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
992,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
993,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
994,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
995,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
996,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
997,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
998,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
999,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1000,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1001,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1002,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1003,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1004,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1005,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1006,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1007,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1008,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1009,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1010,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1011,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1012,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1013,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1014,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1015,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1016,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1017,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1018,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1019,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1020,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1021,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1022,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1023,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1024,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1025,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1026,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1027,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1028,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1029,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1030,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1031,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1032,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1033,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1034,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1035,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1036,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1037,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1038,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1039,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1040,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1041,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1042,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1043,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1044,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1045,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1046,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1047,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1048,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1049,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1050,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1051,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1052,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1053,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1054,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1055,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1056,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1057,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1058,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1059,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1060,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1061,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1062,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1063,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1064,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1065,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1066,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1067,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1068,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1069,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1070,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1071,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1072,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1073,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1074,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1075,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1076,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1077,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1078,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1079,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1080,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1081,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1082,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1083,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1084,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1085,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1086,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1087,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1088,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1089,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1090,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1091,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1092,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1093,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1094,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1095,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1096,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1097,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1098,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1099,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1100,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1101,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1102,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1103,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1104,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1105,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1106,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1107,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1108,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1109,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1110,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1111,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1112,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1113,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1114,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1115,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1116,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1117,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1118,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1119,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1120,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1121,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1122,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1123,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1124,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1125,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1126,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1127,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1128,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1129,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1130,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1131,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1132,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1133,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1134,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1135,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1136,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1137,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1138,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1139,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1140,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1141,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1142,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1143,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1144,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1145,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1146,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1147,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1148,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1149,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1150,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1151,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1152,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1153,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1154,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1155,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1156,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1157,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1158,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1159,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1160,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1161,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1162,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1163,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1164,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1165,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1166,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1167,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1168,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1169,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1170,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1171,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1172,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1173,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1174,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1175,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1176,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1177,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1178,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1179,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1180,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1181,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1182,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1183,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1184,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1185,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1186,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1187,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1188,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1189,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1190,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1191,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1192,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1193,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1194,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1195,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1196,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1197,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1198,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1199,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1200,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1201,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1202,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1203,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1204,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1205,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1206,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1207,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1208,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1209,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1210,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1211,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1212,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1213,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1214,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1215,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1216,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1217,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1218,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1219,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1220,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1221,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1222,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1223,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1224,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1225,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1226,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1227,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1228,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1229,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1230,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1231,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1232,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1233,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1234,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1235,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1236,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1237,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1238,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1239,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1240,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1241,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1242,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1243,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1244,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1245,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1246,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1247,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1248,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1249,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1250,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1251,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1252,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1253,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1254,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1255,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1256,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1257,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1258,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1259,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1260,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1261,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1262,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1263,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1264,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1265,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1266,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1267,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1268,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1269,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1270,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1271,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1272,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1273,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1274,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1275,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1276,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1277,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1278,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1279,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1280,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1281,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1282,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
