"document","label","term_ back","term_ government","term_ news","term_ people","term_ photos","term_ play","term_ police","term_ season","term_ state","term_ states","term_ team","term_ time","term_ told","term_ trump","term_ week","term_ yards","term_ years","term_game","term_president"
967,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
968,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
969,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
970,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
971,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
972,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
973,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
974,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
975,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
976,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
977,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
978,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
979,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
980,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
981,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
982,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
983,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
984,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
985,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
986,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
987,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
988,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
989,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
990,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
991,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
992,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
993,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
994,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
995,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
996,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
997,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
998,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
999,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1000,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1001,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1002,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1003,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1004,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1005,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1006,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1007,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1008,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1009,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1010,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1011,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1012,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1013,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1014,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1015,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1016,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1017,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1018,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1019,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1020,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1021,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1022,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1023,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1024,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1025,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1026,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1027,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1028,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1029,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1030,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1031,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1032,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1033,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1034,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1035,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1036,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1037,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1038,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1039,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1040,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1041,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1042,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1043,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1044,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1045,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1046,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1047,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1048,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1049,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1050,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1051,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1052,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1053,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1054,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1055,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1056,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1057,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1058,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1059,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1060,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1061,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1062,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1063,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1064,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1065,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1066,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1067,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1068,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1069,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1070,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1071,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1072,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1073,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1074,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1075,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1076,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1077,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1078,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1079,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1080,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1081,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1082,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1083,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1084,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1085,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1086,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1087,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1088,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1089,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1090,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1091,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1092,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1093,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1094,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1095,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1096,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1097,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1098,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1099,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1100,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1101,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1102,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1103,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1104,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1105,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1106,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1107,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1108,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1109,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1110,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1111,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1112,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1113,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1114,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1115,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1116,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1117,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1118,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1119,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1120,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1121,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1122,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1123,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1124,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1125,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1126,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1127,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1128,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1129,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1130,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1131,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1132,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1133,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1134,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1135,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1136,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1137,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1138,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1139,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1140,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1141,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1142,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1143,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1144,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1145,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1146,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1147,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1148,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1149,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1150,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1151,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1152,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1153,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1154,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1155,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1156,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1157,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1158,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1159,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1160,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1161,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1162,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1163,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1164,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1165,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1166,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1167,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1168,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1169,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1170,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1171,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1172,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1173,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1174,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1175,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1176,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1177,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1178,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1179,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1180,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1181,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1182,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1183,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1184,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1185,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1186,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1187,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1188,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1189,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1190,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1191,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1192,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1193,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1194,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1195,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1196,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1197,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1198,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1199,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1200,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1201,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1202,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1203,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1204,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1205,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1206,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1207,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1208,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1209,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1210,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1211,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1212,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1213,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1214,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1215,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1216,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1217,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1218,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1219,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1220,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1221,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1222,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1223,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1224,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1225,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1226,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1227,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1228,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1229,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1230,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1231,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1232,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1233,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1234,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1235,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1236,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1237,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1238,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1239,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1240,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1241,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1242,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1243,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1244,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1245,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1246,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1247,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1248,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1249,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1250,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1251,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1252,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1253,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1254,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1255,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1256,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1257,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1258,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1259,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1260,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1261,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1262,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1263,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1264,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1265,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1266,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1267,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1268,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1269,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1270,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1271,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1272,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1273,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1274,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1275,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1276,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1277,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1278,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1279,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1280,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1281,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1282,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
